Rice_ID,Region,Rice_Type,Price_per_kg,Demand_Tons,Supply_Tons,Rainfall_mm,Temperature_C,Import_Export,Date
944,West,Jasmine,62.72487447,451.2841977,548.5690065,212.7170755,28.09593484,import,01-08-2025
454,North,,62.98811325,601.3675741,543.809386,202.1792799,23.50181165,import,29-03-2024
10,East,Basmati,47.69943564,258.0254753,285.0242412,209.6660162,27.71848484,import,10-01-2023
197,West,,51.20499959,553.7090833,510.2600821,161.709501,28.31471257,,16-07-2023
619,North,Jasmine,,291.4184141,404.477748,177.5598099,31.99110476,,10-09-2024
82,South,basmati,49.03371093,370.9635515,538.4896712,249.7605611,29.68692091,import,23-03-2023
399,,basmati,52.35154883,435.0608306,329.9164724,292.9488847,28.74013406,EXPORT,03-02-2024
502,south ,Brown,unknown,671.1937196,439.3570392,231.499042,24.36880896,EXPORT,16-05-2024
635,south ,White,,480.60506,708.3951225,161.5218809,31.48519735,import,26-09-2024
240,East,Brown,34.13188284,338.263705,505.1655959,228.0533542,20.02459767,Import,28-08-2023
310,North,Jasmine,37.66531899,544.388023,565.0462408,213.5553517,26.62456211,Export,06-11-2023
212,East,Brown,43.1700767,584.8562034,440.9295171,163.9474985,35.99266314,Import,31-07-2023
835,North,White,39.85581123,523.6417862,455.6499044,163.3365658,22.94600153,Export,14-04-2025
381,East,Jasmine,52.83299418,493.9711009,236.94983,216.2129398,21.95239508,Export,16-01-2024
602,East,,63.90499781,419.3932441,472.5791899,139.1670394,33.64759675,EXPORT,24-08-2024
228,East,Brown,55.53073276,438.2363391,455.2422236,296.7194264,33.25111197,Export,16-08-2023
874,NORTH,Brown,43.47103228,566.0723394,347.042035,264.106787,25.8956999,Export,23-05-2025
360,South,Jasmine,46.46983943,599.5532469,402.9366417,191.5517397,31.28787485,EXPORT,26-12-2023
814,NORTH,Brown,43.50668688,429.5131546,320.9047474,213.273133,28.95341692,Export,24-03-2025
178,,White,56.68407961,519.2234764,573.6084357,250.0010858,25.02351653,Export,27-06-2023
995,North,Brown,46.38236931,329.2615517,335.0185412,190.806535,28.25074128,,21-09-2025
757,South,,50.37950436,N/A,505.7791807,176.8380432,33.14587546,import,26-01-2025
494,South,Jasmine,59.1300022,599.7093755,454.7799711,249.6464885,33.96674662,Export,08-05-2024
335,NORTH,Basmati,55.03736046,393.7702845,412.5664503,177.8788505,32.57335777,EXPORT,01-12-2023
893,NORTH,Jasmine,111.3872502,511.6173084,440.6469696,214.7993952,33.31101667,,11-06-2025
8,,Basmati,49.71075116,427.4731022,257.924203,208.4922349,27.98281151,Import,08-01-2023
156,East,White,60.85866342,485.1777122,521.3226923,145.5325002,28.6147345,EXPORT,05-06-2023
843,south ,White,64.79078973,311.4233081,591.929233,307.4776632,37.99213228,Export,
751,south ,Jasmine,unknown,,153.3266711,195.3847303,35.89629667,,20-01-2025
942,NORTH,Brown,38.16593812,445.3740962,413.3630334,191.3026789,22.76413203,EXPORT,30-07-2025
483,South,,44.05223745,656.8239759,318.7146446,210.0225752,33.41854768,import,27-04-2024
847,East,Jasmine,48.94469948,554.1842089,418.5113742,195.0399824,28.352481,import,26-04-2025
750,,White,135.0906681,556.0481399,329.6045247,229.4122723,30.15268247,Import,19-01-2025
904,,Jasmine,94.09960536,537.5216957,474.5442029,220.7775371,33.13805606,,22-06-2025
592,South,basmati,,370.2831378,303.0915265,188.1132461,29.95818944,EXPORT,14-08-2024
953,South,White,39.01854522,436.0008183,390.9619886,178.4000311,20.05092241,Export,
581,West,Jasmine,68.61805784,426.301382,285.4327013,276.1762656,30.09602984,Import,03-08-2024
440,,,62.14479134,433.7215521,500.706023,156.4114656,30.09540814,Import,15-03-2024
543,NORTH,basmati,41.82814533,285.5197297,,243.4254934,37.03615006,import,26-06-2024
597,South,Brown,301.6481974,2100.7347,599.2715709,272.492676,33.23666343,Export,19-08-2024
724,North,Brown,64.32342031,418.8742881,755.372231,236.5954953,33.62758069,Export,24-12-2024
678,NORTH,Basmati,50.94993751,399.1944523,396.8694171,260.0379481,27.72269808,Export,08-11-2024
479,,White,41.46263465,667.746293,297.4083789,189.3749318,34.39091207,Import,23-04-2024
229,,Brown,49.66313473,718.7649875,552.6268441,192.0041989,25.59287547,,17-08-2023
975,NORTH,Jasmine,253.0557805,1671.929248,536.8720919,204.8956869,29.42151759,import,01-09-2025
815,south ,Brown,50.83122466,327.0102168,400.919189,268.0338018,25.48655703,import,25-03-2025
213,South,,50.59142122,563.8517861,442.4980607,192.3594441,33.99029937,EXPORT,01-08-2023
80,South,,61.29324438,,371.159021,250.8046761,32.47090107,import,21-03-2023
149,NORTH,Basmati,48.10005613,627.4591875,440.6611768,250.8843206,32.45957769,,29-05-2023
303,East,White,43.78181699,463.9108581,558.3175689,180.9501797,34.38675253,import,30-10-2023
356,North,Basmati,55.99594113,404.3823117,521.9723425,205.2826913,32.81125142,Import,
430,NORTH,basmati,27.23626491,333.1548448,646.8878985,247.3464234,25.92640909,Export,05-03-2024
520,,,56.23548857,518.4247914,495.7224914,176.9313893,37.93663827,Export,03-06-2024
363,South,,50.50535816,608.7464174,621.6589054,252.3337414,22.49766144,,29-12-2023
595,NORTH,White,31.04035159,554.8878844,479.7916172,152.0511878,32.20259803,Export,17-08-2024
358,North,basmati,47.63645263,515.7053605,451.1816625,147.7392819,25.09765233,,24-12-2023
134,East,,55.20664421,479.0547434,396.9417346,174.7491575,29.7277043,Export,14-05-2023
830,East,basmati,52.30009524,461.9758444,518.3559211,95.37333971,30.91723288,EXPORT,09-04-2025
312,South,Brown,69.46542838,570.9641291,514.4560025,154.9972884,27.48268828,EXPORT,08-11-2023
622,East,Basmati,40.7716981,,259.8230364,166.8546664,31.15268564,,13-09-2024
465,North,basmati,56.07131101,504.3779763,495.797348,183.9007817,25.7113056,import,09-04-2024
994,West,basmati,67.691167,388.2581826,523.1163096,186.2305021,33.53857441,Export,20-09-2025
1,,Jasmine,42.8912807,,419.7269791,231.5074388,23.03675621,,01-01-2023
317,,Brown,40.09307611,603.7047289,,149.6704792,20.12664553,,13-11-2023
723,,Brown,61.48733483,616.1398787,376.7768765,246.5634798,26.36339389,EXPORT,23-12-2024
560,south ,Jasmine,68.86614646,516.4655155,612.4884731,182.2910622,21.20972404,import,13-07-2024
372,south ,Jasmine,50.63956787,593.7560122,508.6595263,280.2045627,,EXPORT,07-01-2024
545,South,,279.4528474,2419.587977,296.7245171,215.7141378,22.94372497,import,28-06-2024
850,south ,basmati,27.92249084,568.169069,481.9578722,159.4512183,28.69149503,Import,29-04-2025
395,NORTH,,50.15686714,388.2858673,469.4346637,179.4936877,26.27621522,,30-01-2024
173,South,White,45.51079172,605.3612399,271.9408375,142.0857002,30.16249931,,22-06-2023
126,West,basmati,47.2760403,471.5316964,423.2081944,194.7604042,27.80533014,Export,06-05-2023
899,,Jasmine,52.06724047,431.7609006,407.4998876,205.5133759,29.70316274,import,17-06-2025
579,West,Jasmine,51.89847836,485.3913178,624.5609328,206.3546374,26.89430956,import,01-08-2024
949,West,Brown,50.0549255,575.408317,465.0687212,187.2922824,17.5107644,Export,06-08-2025
921,North,White,55.28068368,693.9192569,554.1730923,243.4331521,31.67447221,Export,09-07-2025
91,South,basmati,59.32879084,384.4374518,424.173976,246.3433443,30.06990908,Import,01-04-2023
971,,basmati,39.36597993,391.1680513,570.3218778,221.0481764,32.52930955,,28-08-2025
182,West,White,52.9662832,525.5573654,447.7180144,68.96645202,29.9379339,,01-07-2023
364,south ,Basmati,51.70497235,592.4161824,753.4082384,238.0106748,28.26645234,import,30-12-2023
275,,basmati,55.24362747,365.588553,489.1052868,264.3312905,30.15373792,EXPORT,02-10-2023
913,North,basmati,142.5909543,434.3804045,423.5707689,173.2879864,23.80676936,EXPORT,01-07-2025
70,,White,59.50145471,563.3361315,418.339366,172.3970999,36.13901717,Import,11-03-2023
292,West,Jasmine,61.04049136,481.0586329,446.4518035,229.5707755,31.9582012,Import,19-10-2023
132,East,Brown,,501.6890716,469.7270293,,30.01604934,,12-05-2023
301,East,White,42.40959553,,466.1215718,86.93544866,28.49836577,,28-10-2023
448,,Basmati,128.785373,518.569259,587.837815,168.2634055,25.57855499,Import,23-03-2024
327,North,,50.72996756,426.8486596,313.3310195,213.1107366,26.97466606,Export,23-11-2023
145,North,Brown,50.48385118,597.0941331,394.1973758,227.9325458,21.33265251,EXPORT,25-05-2023
552,North,Jasmine,44.27002195,500.9038187,513.9535421,224.4541939,27.96665779,Import,05-07-2024
596,West,Basmati,51.70298362,721.9201272,452.6534422,243.6459174,25.40515439,import,18-08-2024
656,South,basmati,68.11504813,562.4071415,395.9355806,257.4222978,28.37350538,EXPORT,17-10-2024
136,South,Basmati,62.22500915,358.3502365,338.5420032,203.2675298,21.87109201,,16-05-2023
431,NORTH,basmati,52.84889893,367.1685049,494.8700912,130.1423847,35.35982684,,06-03-2024
165,,Brown,60.73087345,577.8979712,458.1098237,145.789496,34.03182712,Import,14-06-2023
29,south ,Basmati,43.65394965,614.5389189,497.8692091,129.385284,35.16902688,Import,29-01-2023
588,south ,White,30.62637684,266.9345236,772.9805211,194.2641438,38.09096245,,10-08-2024
194,East,Brown,239.9521173,489.2440868,398.9422588,255.2470961,25.85246221,Import,13-07-2023
791,NORTH,Jasmine,45.64777767,419.2564599,467.221454,299.9435868,23.15962946,import,01-03-2025
653,,White,47.0445876,639.6596892,547.1640567,163.3367453,22.78221483,Import,14-10-2024
,,Jasmine,70.03407267,495.8319198,419.5383897,183.9720209,35.95373058,Export,19-06-2023
514,south ,White,57.23613619,N/A,551.5676483,222.4950115,35.4291066,EXPORT,28-05-2024
141,,,46.96691538,462.9409477,633.8836169,191.0091684,37.7184888,Import,21-05-2023
174,West,basmati,50.67498536,427.6537191,520.9143228,115.921145,34.02796917,,23-06-2023
7,NORTH,Jasmine,55.05501811,563.9787332,472.4802572,216.6620018,35.11888151,Import,07-01-2023
657,NORTH,Basmati,245.8676107,1542.295427,571.2142052,137.3271193,38.09906617,Import,18-10-2024
965,south ,basmati,51.83300212,533.1341647,487.1721405,266.6038096,,EXPORT,22-08-2025
74,NORTH,basmati,71.82507024,502.3138723,,143.8923381,31.42412639,,15-03-2023
765,North,basmati,44.9080476,611.294653,360.5515676,209.9337929,41.75885919,,03-02-2025
654,South,,51.52315514,541.4647985,502.5046541,166.5098321,33.43437612,EXPORT,15-10-2024
239,,,43.96676435,457.6223589,617.3527538,200.5439379,37.76900251,import,27-08-2023
146,,,43.12456549,660.2253226,356.5708169,191.2924695,31.10746654,Export,26-05-2023
809,West,Brown,54.28312962,534.3067009,416.9533356,190.0008551,32.45090759,import,19-03-2025
235,North,Basmati,30.87896839,544.7861748,322.3024975,184.6917071,36.84314811,,23-08-2023
221,North,Jasmine,73.28619008,503.7861915,434.9407336,,30.59829652,import,09-08-2023
501,,Jasmine,58.8859888,515.4336687,194.8280572,147.1301071,27.92412359,,15-05-2024
674,North,,44.89563948,378.2879598,403.4067641,220.7297175,24.08078679,EXPORT,04-11-2024
133,North,basmati,41.61612509,355.8517938,660.9160271,197.0617644,26.53567438,import,13-05-2023
447,South,White,50.88646697,491.6615725,395.1924284,194.7850744,30.12399317,,22-03-2024
434,East,Jasmine,38.79177634,438.6639187,576.4703197,191.7719515,37.20902665,EXPORT,09-03-2024
671,East,Basmati,43.71515136,686.4625057,419.8356874,233.5849092,26.11731828,import,01-11-2024
186,,Jasmine,199.9496888,567.6966387,414.150104,197.8815795,37.74670463,import,05-07-2023
42,south ,White,44.2899528,544.9655907,451.9301963,240.9944077,31.45123283,EXPORT,11-02-2023
626,North,Basmati,49.85980462,602.3385582,504.0017821,185.0796864,30.46465117,import,17-09-2024
109,,basmati,53.23800128,602.7421535,644.4491633,216.4466447,37.54006137,EXPORT,19-04-2023
604,North,Basmati,49.48355845,371.5569626,734.4681745,119.6052597,18.42771961,EXPORT,26-08-2024
57,South,Jasmine,59.88882737,645.5021223,628.0580679,161.97909,31.56325496,import,26-02-2023
429,,Basmati,41.2517962,449.2924384,502.1841461,154.8650168,20.80611641,Import,04-03-2024
469,,Brown,52.81179562,489.0230496,444.7913381,193.693412,30.01987478,import,13-04-2024
577,south ,White,54.8005958,358.2376066,312.367909,190.9054041,26.65932035,Export,30-07-2024
878,south ,,48.1852167,540.2088258,349.875455,274.4901316,25.78547218,Export,27-05-2025
25,NORTH,Brown,42.59167592,595.1960364,501.2662542,187.5317949,28.36704586,EXPORT,25-01-2023
441,East,White,52.76543667,325.2546915,624.2973297,172.92455,27.37820022,EXPORT,16-03-2024
883,East,Brown,51.44867665,544.1986006,386.2443952,212.3893591,39.30628687,import,01-06-2025
544,North,Brown,29.05879372,553.2833301,551.4772869,102.2152546,23.95704738,,27-06-2024
634,,basmati,50.96749895,444.0257526,599.9302839,176.9612493,25.98595983,Export,25-09-2024
831,,Basmati,71.05202401,308.1900399,538.200155,124.7348969,27.12601791,Import,10-04-2025
945,south ,,68.9138785,642.9117019,574.1737901,149.3485244,35.95176014,Import,02-08-2025
339,North,White,,,624.7147221,240.7212449,33.04914539,Export,05-12-2023
52,East,Jasmine,49.13861555,486.5231421,417.7670425,285.2325503,33.132974,,21-02-2023
384,south ,Jasmine,37.17501379,399.8562923,461.3321167,195.8569664,32.68487848,Import,19-01-2024
528,North,Basmati,40.73286898,462.3867619,441.1874559,181.3285152,31.92736535,Export,11-06-2024
939,south ,Basmati,48.49394081,524.9178672,618.1355287,210.050749,33.56586183,Export,27-07-2025
888,South,basmati,27.90848381,544.5086471,648.5930795,229.4559089,33.33017287,import,06-06-2025
265,NORTH,,57.47165224,546.9571818,608.7464092,299.4166997,30.52629851,Export,22-09-2023
550,south ,Basmati,42.4909445,363.6627375,671.8988021,162.8612578,18.77164781,Import,03-07-2024
914,East,Brown,58.45601514,426.7107114,428.5123348,207.5455482,34.80288952,EXPORT,02-07-2025
698,West,basmati,55.36743623,439.0432171,483.492325,191.3631587,36.59308963,EXPORT,28-11-2024
396,south ,Basmati,42.71268319,398.7905114,520.5902985,214.2237815,28.34811968,import,31-01-2024
530,East,basmati,45.77188039,398.1750356,540.8905113,281.1087459,28.53522692,,13-06-2024
869,North,,156.0580889,526.1950349,434.3511291,234.0107728,26.09495528,Export,18-05-2025
19,South,,39.69282497,486.4745675,709.1302383,203.8491571,24.32859773,EXPORT,19-01-2023
732,,basmati,55.9644234,564.0533592,648.8137027,162.8056967,12.30571137,Export,01-01-2025
679,West,Brown,unknown,424.1914673,299.0174575,230.0059475,29.74915366,Import,09-11-2024
582,South,White,39.23309831,430.1511204,532.0499065,131.6776187,23.05185165,Export,04-08-2024
977,South,White,59.61421685,453.1566152,662.2462023,243.2622475,34.97829506,Export,03-09-2025
368,West,basmati,46.99859716,554.0024232,477.6637561,110.5967252,22.81954244,Export,03-01-2024
84,south ,,57.5332576,518.9092494,,307.4241425,30.94601652,Import,25-03-2023
62,South,Basmati,42.01454684,429.0427707,535.3999554,201.4395407,32.60751263,import,03-03-2023
842,,Jasmine,51.43339168,497.5342719,304.4680431,193.1834579,30.25692705,Export,21-04-2025
273,South,Jasmine,72.22695629,424.2007777,457.7259038,207.5144316,25.77835776,EXPORT,30-09-2023
286,south ,basmati,49.97916203,375.5168762,480.0600078,172.6595955,39.17410072,Export,13-10-2023
361,south ,,39.63424084,581.6072843,377.6036032,113.9412087,25.89257572,Export,27-12-2023
355,south ,Brown,55.68441006,503.3327926,605.4301218,205.0842698,40.06849459,Export,21-12-2023
482,South,basmati,47.89629841,491.3244249,549.2152589,98.8173011,24.76960492,,26-04-2024
279,East,Brown,62.24584438,510.0520095,414.4988897,157.441843,27.96999668,,06-10-2023
13,East,basmati,54.59929026,619.395626,494.7412126,324.2484977,25.41422254,Import,13-01-2023
183,south ,Basmati,60.05142573,598.8669169,409.1019482,185.909881,23.83193288,,02-07-2023
,North,Basmati,43.49586965,370.0883356,379.4748682,246.5967271,28.69912325,Export,04-01-2024
600,South,Jasmine,54.01771283,421.055464,436.7872857,184.7538894,40.67813051,Import,22-08-2024
631,NORTH,Brown,52.47077378,549.6164906,640.4304525,261.3968674,39.87867934,,22-09-2024
224,North,Brown,55.75468667,337.3680646,396.4966296,249.1159741,30.04570338,Import,12-08-2023
972,,basmati,41.26590366,372.0629504,337.5041518,250.0826752,39.95447316,EXPORT,29-08-2025
715,East,Brown,42.64196085,376.4656183,437.9147466,227.9313266,31.24685141,EXPORT,15-12-2024
778,East,White,56.50381789,633.086718,430.9636905,194.0745639,31.59904855,Export,16-02-2025
558,,White,43.12062613,584.6997088,351.6047812,186.1755122,31.44511025,,11-07-2024
466,NORTH,,63.11158886,474.4158863,409.2519139,205.4401855,22.13042894,,10-04-2024
598,West,Brown,48.05054792,408.3115308,371.0152581,128.6938816,21.86057031,Import,20-08-2024
708,,Jasmine,54.83425488,643.473498,393.3644007,305.3559262,28.52248855,,08-12-2024
177,,,39.23339492,476.2304875,450.9900433,284.2174258,31.23360694,EXPORT,26-06-2023
681,,Brown,53.17471935,585.0647668,477.2370175,170.1237149,33.06120007,Export,11-11-2024
854,South,basmati,49.3279622,513.682183,336.5251475,153.4847151,27.03119222,Export,03-05-2025
955,south ,Brown,31.96218578,653.3854941,343.7439965,131.1692851,29.08133363,import,12-08-2025
457,south ,Basmati,56.80265379,565.5601428,645.4995106,90.44629637,35.46051481,Import,01-04-2024
533,,,57.19837291,554.2704398,312.7402747,223.5931169,33.09844461,,16-06-2024
394,South,Brown,43.72071513,472.0126914,362.5422905,229.088948,28.47264985,Export,29-01-2024
164,,,43.49286463,236.11915,470.2172608,270.9119391,30.64915958,Import,13-06-2023
249,West,White,63.97414703,491.5110181,425.6272958,189.7385809,25.99045398,import,06-09-2023
650,East,Jasmine,45.50423962,711.0135582,574.2974411,126.1492569,25.57753591,Import,11-10-2024
903,South,White,50.58351004,529.6184805,352.6447762,166.1404881,25.54811471,Export,21-06-2025
685,East,White,,522.2266132,598.8286144,126.7651563,31.75703334,Export,15-11-2024
376,East,Jasmine,50.53988418,492.5124062,643.9385554,111.6494817,30.4657939,EXPORT,11-01-2024
413,south ,Basmati,46.08435194,429.634545,773.3499303,203.9388864,36.37488691,Export,17-02-2024
75,,White,46.30478383,334.7081302,686.8158408,186.1840182,27.22277604,import,16-03-2023
114,West,Brown,60.6240151,575.6053322,522.1131006,161.6244177,20.46863839,Import,24-04-2023
584,NORTH,Brown,52.61662973,544.5035864,693.4386152,103.3354964,32.70868824,Import,06-08-2024
573,NORTH,,45.68204211,422.034372,338.3659675,254.5242362,26.57374726,Export,26-07-2024
391,south ,Brown,46.32775784,524.3637047,209.2500078,169.851755,34.55915889,,26-01-2024
105,south ,,63.76803493,472.70246,481.7092997,211.0404254,25.63102689,import,15-04-2023
115,West,Basmati,27.65573558,493.4452393,675.1656487,238.1848858,32.1458906,Export,25-04-2023
418,North,basmati,38.81368572,483.6679193,436.6093703,218.0599872,20.20912286,EXPORT,22-02-2024
669,East,Jasmine,43.52759362,578.4127591,634.8313355,283.3691171,28.84987346,Import,30-10-2024
458,,White,61.57814842,346.3476385,469.9943827,183.2450261,22.61768179,EXPORT,02-04-2024
410,West,Basmati,57.62198401,413.1558971,386.4845281,161.414439,25.43746113,Import,14-02-2024
93,West,Jasmine,31.35668472,426.1197131,351.6855773,161.4808531,32.45533022,,03-04-2023
820,NORTH,,61.63508768,605.1895057,589.9212384,231.77651,26.61833424,import,30-03-2025
90,,White,48.89266571,636.9708778,645.580644,198.4798617,35.23675871,,31-03-2023
337,East,Brown,39.29405662,586.3596659,381.8741429,171.6744502,35.56589147,,03-12-2023
319,,basmati,40.85040932,404.7821193,482.9829005,133.9537347,32.30615247,,15-11-2023
940,North,,42.86246144,410.6506766,453.7161823,178.864277,28.85632487,,28-07-2025
952,South,basmati,54.09258388,511.38694,712.798607,166.9253628,29.82304961,import,09-08-2025
884,NORTH,,43.85227135,456.9614524,357.0009223,280.0649166,25.26862184,Import,02-06-2025
621,East,basmati,41.59718569,476.1087158,542.7074305,187.2948273,40.09038691,,12-09-2024
790,NORTH,Basmati,54.21684468,611.2905667,576.8954203,219.1065252,17.97465225,import,28-02-2025
627,North,basmati,51.01644288,481.5415337,301.3024299,183.0657838,23.91259906,Export,18-09-2024
95,South,Brown,unknown,316.6658835,618.8815574,209.6280117,32.54242778,Import,05-04-2023
12,East,White,57.2254008,473.0281468,451.3994193,164.7588915,31.82685461,Export,12-01-2023
397,North,White,34.65701374,537.6574015,458.2337516,251.7564458,31.68269191,Export,01-02-2024
546,South,Jasmine,53.38720503,453.3196881,,190.6281512,29.31601548,import,29-06-2024
44,south ,basmati,45.96710498,521.1817079,558.3831733,157.0593636,25.19935631,import,13-02-2023
43,,Jasmine,47.36678097,423.2945493,310.0279646,259.1613587,25.36766491,Export,12-02-2023
168,East,Jasmine,40.82840195,501.5019227,600.5511491,237.4974985,26.64066295,,17-06-2023
417,West,White,51.0884563,456.7762161,379.9951729,244.4386559,28.25598423,Import,21-02-2024
877,NORTH,Brown,58.31349267,410.767461,515.7125931,202.5268171,29.29189508,,26-05-2025
427,North,,134.8651505,1882.294051,258.4742099,168.832466,33.21328366,Import,02-03-2024
900,North,,57.589386,432.3170784,313.9844986,230.8380547,36.54568321,Import,18-06-2025
981,south ,Brown,47.94712909,494.4801766,411.4350897,232.6411938,27.16684038,Export,07-09-2025
976,south ,,54.93951872,374.8621754,393.5248731,155.0493722,33.03782814,,02-09-2025
688,North,Brown,49.94602624,457.9061114,566.0740297,208.9087042,29.44493269,Export,18-11-2024
258,East,,54.01192216,656.2255132,388.0967892,207.32546,28.25617768,EXPORT,15-09-2023
336,NORTH,White,55.8239596,380.1716614,601.7574464,182.941271,28.1158116,Import,02-12-2023
16,East,basmati,53.23245763,649.1919646,565.8194881,217.3318098,30.99065826,Import,16-01-2023
645,South,Brown,41.91580175,676.1688931,480.0223998,268.7392049,22.3986696,,06-10-2024
325,West,,44.66090899,569.02368,650.1888426,237.9961372,28.18606836,Import,21-11-2023
775,south ,Jasmine,37.87910108,595.2598395,452.5993998,220.3363735,29.33243939,Export,13-02-2025
223,south ,basmati,80.66400527,500.3803076,537.8140449,151.3923801,24.16174109,import,11-08-2023
180,West,White,66.31125852,425.777048,488.3915121,165.9558548,28.32955921,Import,29-06-2023
,North,Basmati,43.49586965,370.0883356,379.4748682,246.5967271,28.69912325,Export,04-01-2024
522,NORTH,,59.00228659,322.6495666,358.5271972,159.1035995,,import,05-06-2024
23,South,Brown,36.41728803,695.7063641,536.0059481,255.8123195,34.00382713,Export,23-01-2023
357,East,,44.9287694,269.0816269,444.474468,269.7312694,33.8223911,Import,23-12-2023
962,south ,Jasmine,35.1372297,353.777526,679.7762195,186.274385,32.34789448,EXPORT,19-08-2025
906,south ,,43.54430571,568.8890932,454.3833437,213.4359264,37.86153128,import,24-06-2025
,East,White,50.87186404,,384.9241929,180.8886381,33.38604261,EXPORT,07-12-2023
432,,,52.07093862,507.7473719,384.9948779,261.1032637,26.40980593,Export,07-03-2024
774,West,basmati,56.67460782,681.9948851,482.5272238,279.4253647,28.27166813,,12-02-2025
851,West,White,47.79805373,458.5878832,574.845423,279.1277485,29.14157461,Export,30-04-2025
204,south ,basmati,46.96464014,400.5819908,318.529992,263.1244947,27.74660492,import,23-07-2023
,,Jasmine,39.0541346,479.4231402,401.6629819,256.8769507,31.08789768,EXPORT,06-07-2025
94,South,,40.98399254,588.9916333,265.5665122,138.4930878,34.9432724,Import,04-04-2023
571,south ,basmati,22.26437137,471.8980353,617.1239899,260.8849072,32.20814324,EXPORT,24-07-2024
69,West,Jasmine,51.14533366,472.1608829,476.7801788,196.9449043,28.44326056,import,10-03-2023
755,South,Basmati,48.96976799,569.1809822,343.4714405,228.3153269,27.28263446,,24-01-2025
285,South,basmati,53.14383494,637.8709746,387.2299853,253.66247,32.65744844,Export,12-10-2023
928,,White,57.79566727,522.1491623,574.4437004,179.2813669,23.65928174,EXPORT,16-07-2025
435,South,Basmati,34.00863514,435.7242697,387.5115528,238.1667075,28.19211344,Import,10-03-2024
154,East,,54.52534892,423.8592457,453.0305255,168.7561791,30.91269048,Import,03-06-2023
76,East,,52.04549396,620.3112646,539.8902679,159.1981052,30.10932871,Export,
747,North,,44.34715224,570.3641616,472.6898601,180.078192,27.3222146,import,16-01-2025
447,South,White,50.88646697,491.6615725,395.1924284,194.7850744,30.12399317,,22-03-2024
189,East,basmati,33.15214605,460.4171219,561.2831426,212.8110918,28.37418634,import,08-07-2023
272,West,Brown,42.17982363,533.8993685,477.2906471,123.9435024,34.05431558,Import,29-09-2023
237,South,,65.14517563,504.7961446,259.6713615,233.8590843,19.69778481,Export,25-08-2023
488,North,Brown,228.6990982,556.7941743,546.5069645,175.7232981,33.88986182,EXPORT,02-05-2024
118,NORTH,White,53.19223342,367.1903738,512.8832823,171.2027594,31.42943484,Import,28-04-2023
836,North,Jasmine,57.82870244,393.6982008,506.4422195,184.5249619,31.82054272,EXPORT,15-04-2025
513,West,Brown,54.94443414,714.1383119,732.4407724,231.8859749,22.94786398,Import,27-05-2024
143,West,White,46.7311922,472.6980239,533.2202065,208.35185,38.71188042,Import,23-05-2023
686,North,Brown,58.81284781,452.0663139,409.5641175,265.7407322,,EXPORT,16-11-2024
127,,,29.04842477,456.1890176,762.024696,185.498128,20.48965176,import,07-05-2023
117,North,Jasmine,38.44431952,656.8778604,444.1683915,154.2859345,28.89182557,Import,27-04-2023
474,North,Brown,178.9374926,485.9072086,412.8804074,226.4653106,27.96014261,import,18-04-2024
709,West,Basmati,44.53492605,453.9923746,581.463132,165.4307692,29.46735447,import,09-12-2024
58,West,basmati,56.23309807,,472.2398964,193.6631982,38.91227108,,27-02-2023
690,south ,Basmati,55.05424093,559.678278,530.7854849,170.3263662,34.13115745,Import,20-11-2024
930,NORTH,,64.82022494,588.673236,467.7935969,160.0539672,24.92185873,Export,18-07-2025
370,West,basmati,55.29693133,377.7788191,,254.8326134,26.71785018,,05-01-2024
269,south ,,68.19573047,498.0250906,454.917468,325.5769798,33.80011471,,26-09-2023
47,,,55.24888779,335.9733361,531.54756,229.8431091,39.2896438,Import,16-02-2023
350,West,Brown,49.98449494,510.5309321,610.0008525,196.6385219,21.37541552,Export,16-12-2023
196,south ,Basmati,47.38600075,495.8830523,195.5697024,174.2525735,33.33436173,Import,15-07-2023
497,North,basmati,58.37562703,359.958044,415.4116577,237.3536422,16.97826532,Import,11-05-2024
852,West,basmati,29.32145274,580.5890229,636.063223,187.1224214,32.21619049,,01-05-2025
707,south ,basmati,47.34453162,405.0575673,528.2302746,154.4779645,21.59135732,import,07-12-2024
753,South,basmati,34.81551056,611.8457645,481.8272425,224.5039814,31.42699688,Export,22-01-2025
264,,Jasmine,57.51375987,391.5808609,565.1914955,245.1719431,36.14877565,Import,21-09-2023
444,,,258.4197596,1485.618091,380.2475071,177.1806769,24.63410745,import,19-03-2024
959,South,Brown,52.3957654,550.5404273,401.4717726,154.9252447,26.07561877,Export,16-08-2025
305,East,basmati,60.31062914,540.9028054,625.5129885,162.4819486,,import,01-11-2023
342,East,basmati,57.08089122,327.9897449,432.1081375,165.9752028,24.60224794,,08-12-2023
,West,Brown,44.26562178,,427.3504896,215.9796325,30.24434592,,05-09-2024
987,South,,45.5208552,582.4749007,619.7500165,197.4469667,44.45851495,import,13-09-2025
150,East,Brown,54.48390294,581.0062304,439.3807243,238.5125224,30.20562534,import,30-05-2023
125,North,Basmati,34.4410135,520.3302944,558.5611941,141.3365222,23.64810264,Import,05-05-2023
803,East,White,31.14799948,528.8653931,509.7928719,233.0551268,23.77128775,Import,13-03-2025
870,North,Brown,28.37780779,374.4892251,440.2826192,,31.29941617,import,
51,NORTH,White,47.30813868,510.6787193,618.4276114,194.6940242,45.07355855,EXPORT,20-02-2023
